Id,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,State,PostalCode,Region,ProductID,Category,ProductName,Sales,Quantity
1087,CA-2016-167584,2016-08-12,2016-08-12,Same Day,LC-16870,Lena Cacioppo,Consumer,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Xerox 224,6.48,1
2573,CA-2016-155845,2016-08-12,2016-08-15,Second Class,CM-12235,Chris McAfee,Consumer,Texas,75007,Central,TEC-AC-10004145,Technology,Logitech diNovo Edge Keyboard,1399.94,7
4646,CA-2016-143910,2016-08-12,2016-08-16,Standard Class,BC-11125,Becky Castell,Home Office,New York,10011,East,FUR-CH-10000225,Furniture,"Global Geo Office Task Chair, Gray",145.76,2
8137,CA-2016-118073,2016-08-12,2016-08-16,Standard Class,CS-12490,Cindy Schnelling,Corporate,Florida,33801,South,FUR-TA-10002533,Furniture,BPI Conference Tables,562.29,7
9403,CA-2016-105459,2016-08-12,2016-08-17,Second Class,NP-18700,Nora Preis,Consumer,New York,10024,East,FUR-TA-10001095,Furniture,Chromcraft Round Conference Tables,209.15,2
9404,CA-2016-105459,2016-08-12,2016-08-17,Second Class,NP-18700,Nora Preis,Consumer,New York,10024,East,OFF-ST-10000078,Office Supplies,Tennsco 6- and 18-Compartment Lockers,1591.02,6
9717,US-2016-144477,2016-08-12,2016-08-14,Second Class,DB-13270,Deborah Brumfield,Home Office,Pennsylvania,19134,East,OFF-AR-10000914,Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,37.31,4
1747,CA-2016-155670,2016-08-13,2016-08-17,Second Class,EM-14065,Erin Mull,Consumer,North Carolina,28540,South,OFF-BI-10000138,Office Supplies,Acco Translucent Poly Ring Binders,11.23,8
1748,CA-2016-155670,2016-08-13,2016-08-17,Second Class,EM-14065,Erin Mull,Consumer,North Carolina,28540,South,OFF-PA-10004947,Office Supplies,Easy-staple paper,10.27,3
3763,CA-2016-156251,2016-08-13,2016-08-18,Second Class,TS-21160,Theresa Swint,Corporate,Wisconsin,53214,Central,FUR-BO-10001337,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96,2
3764,CA-2016-156251,2016-08-13,2016-08-18,Second Class,TS-21160,Theresa Swint,Corporate,Wisconsin,53214,Central,OFF-BI-10003529,Office Supplies,Avery Round Ring Poly Binders,8.52,3
6021,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,Hunter Glantz,Consumer,Louisiana,70065,South,OFF-AP-10002222,Office Supplies,Staple holder,17.34,2
6022,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,Hunter Glantz,Consumer,Louisiana,70065,South,TEC-AC-10000158,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2
7925,CA-2016-125843,2016-08-13,2016-08-16,First Class,RF-19840,Roy Französisch,Consumer,Virginia,22153,South,OFF-BI-10002309,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,22.32,4
7926,CA-2016-125843,2016-08-13,2016-08-16,First Class,RF-19840,Roy Französisch,Consumer,Virginia,22153,South,OFF-LA-10003923,Office Supplies,Alphabetical Labels for Top Tab Filing,103.6,7
8876,US-2016-141264,2016-08-13,2016-08-19,Standard Class,CT-11995,Carol Triggs,Consumer,Texas,75061,Central,OFF-SU-10003505,Office Supplies,Premier Electric Letter Opener,185.38,2
8877,US-2016-141264,2016-08-13,2016-08-19,Standard Class,CT-11995,Carol Triggs,Consumer,Texas,75061,Central,OFF-AP-10002534,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,58.92,1
5380,CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,Jill Matthias,Consumer,California,90045,West,OFF-PA-10000551,Office Supplies,Array Memo Cubes,15.54,3
5381,CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,Jill Matthias,Consumer,California,90045,West,TEC-MA-10000423,Technology,Texas Instruments TI-34 Scientific Calculator,105.55,6
7049,CA-2016-119515,2016-08-14,2016-08-16,First Class,TR-21325,Toby Ritter,Consumer,Tennessee,37211,South,OFF-PA-10000552,Office Supplies,Xerox 200,15.55,3
8691,CA-2016-136770,2016-08-14,2016-08-18,Standard Class,SP-20650,Stephanie Phelps,Corporate,Ohio,44312,East,TEC-PH-10003580,Technology,Cisco IP Phone 7961G-GE VoIP phone,259.9,2
8692,CA-2016-136770,2016-08-14,2016-08-18,Standard Class,SP-20650,Stephanie Phelps,Corporate,Ohio,44312,East,TEC-PH-10001530,Technology,Plantronics Voyager Pro Legend,247.19,2
8693,CA-2016-136770,2016-08-14,2016-08-18,Standard Class,SP-20650,Stephanie Phelps,Corporate,Ohio,44312,East,TEC-AC-10000420,Technology,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96,5
637,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Max Engle,Consumer,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Premium Transparent Presentation Covers by GBC,18.88,3
638,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Max Engle,Consumer,Colorado,80013,West,OFF-AP-10003287,Office Supplies,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.33,3
1088,CA-2016-166163,2016-08-15,2016-08-20,Second Class,CY-12745,Craig Yedwab,Corporate,California,94601,West,TEC-PH-10004896,Technology,Nokia Lumia 521 (T-Mobile),71.98,3
1089,CA-2016-166163,2016-08-15,2016-08-20,Second Class,CY-12745,Craig Yedwab,Corporate,California,94601,West,OFF-LA-10000452,Office Supplies,Avery 488,3.15,1
2555,CA-2016-118626,2016-08-15,2016-08-20,Standard Class,JC-15775,John Castell,Consumer,Florida,32303,South,TEC-PH-10000369,Technology,HTC One Mini,705.54,7
2858,CA-2016-154690,2016-08-15,2016-08-17,Second Class,CC-12370,Christopher Conant,Consumer,North Carolina,28314,South,FUR-CH-10000988,Furniture,Hon Olson Stacker Stools,225.3,2
8895,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,California,90004,West,FUR-FU-10004071,Furniture,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,3
8896,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,California,90004,West,OFF-ST-10001505,Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3
8897,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,California,90004,West,TEC-PH-10004614,Technology,AT&T 841000 Phone,165.6,3
8898,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,California,90004,West,OFF-PA-10004911,Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4
2659,CA-2016-150343,2016-08-16,2016-08-20,Standard Class,PK-19075,Pete Kriz,Consumer,California,94110,West,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86,3
6134,CA-2016-148096,2016-08-16,2016-08-19,First Class,AO-10810,Anthony O'Donnell,Corporate,California,90045,West,FUR-TA-10004152,Furniture,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2
7889,CA-2016-113117,2016-08-16,2016-08-22,Standard Class,JP-15520,Jeremy Pistek,Consumer,California,95616,West,OFF-PA-10000019,Office Supplies,Xerox 1931,32.4,5
3350,US-2016-157308,2016-08-17,2016-08-21,Standard Class,NM-18520,Neoma Murray,Consumer,Washington,98105,West,OFF-BI-10003712,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.71,4
803,CA-2016-136133,2016-08-18,2016-08-23,Second Class,HW-14935,Helen Wasserman,Corporate,New York,10024,East,OFF-AP-10000576,Office Supplies,Belkin 7 Outlet SurgeMaster II,355.32,9
2956,CA-2016-153353,2016-08-18,2016-08-24,Standard Class,GG-14650,Greg Guthrie,Corporate,New York,10035,East,TEC-PH-10000439,Technology,GE DSL Phone Line Filter,39.99,1
6056,CA-2016-113551,2016-08-18,2016-08-20,First Class,NF-18385,Natalie Fritzler,Consumer,Texas,78539,Central,OFF-BI-10001617,Office Supplies,GBC Wire Binding Combs,2.07,1
6057,CA-2016-113551,2016-08-18,2016-08-20,First Class,NF-18385,Natalie Fritzler,Consumer,Texas,78539,Central,OFF-PA-10004665,Office Supplies,Advantus Motivational Note Cards,83.84,8
9125,CA-2016-128916,2016-08-18,2016-08-20,Second Class,MA-17560,Matt Abelman,Home Office,Texas,77070,Central,FUR-FU-10001940,Furniture,Staple-based wall hangings,9.55,3
9126,CA-2016-128916,2016-08-18,2016-08-20,Second Class,MA-17560,Matt Abelman,Home Office,Texas,77070,Central,FUR-FU-10000320,Furniture,OIC Stacking Trays,5.34,4
7096,CA-2016-101980,2016-08-19,2016-08-20,First Class,RP-19390,Resi Pölking,Consumer,New York,10009,East,OFF-BI-10000666,Office Supplies,Surelock Post Binders,146.69,6
7097,CA-2016-101980,2016-08-19,2016-08-20,First Class,RP-19390,Resi Pölking,Consumer,New York,10009,East,OFF-BI-10004318,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,276.78,2
7098,CA-2016-101980,2016-08-19,2016-08-20,First Class,RP-19390,Resi Pölking,Consumer,New York,10009,East,OFF-BI-10003429,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5
1902,CA-2016-151141,2016-08-20,2016-08-23,First Class,DW-13480,Dianna Wilson,Home Office,Michigan,48205,Central,TEC-PH-10004924,Technology,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2
5312,CA-2016-123414,2016-08-21,2016-08-27,Standard Class,SU-20665,Stephanie Ulpright,Home Office,North Carolina,27834,South,OFF-LA-10004559,Office Supplies,Avery 49,9.22,4
5313,CA-2016-123414,2016-08-21,2016-08-27,Standard Class,SU-20665,Stephanie Ulpright,Home Office,North Carolina,27834,South,OFF-SU-10002573,Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.05,2
5630,US-2016-146066,2016-08-21,2016-08-23,Second Class,RB-19465,Rick Bensley,Home Office,Pennsylvania,19143,East,FUR-TA-10002530,Furniture,"Iceberg OfficeWorks 42"" Round Tables",815.29,9
6865,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,OFF-BI-10004465,Office Supplies,Avery Durable Slant Ring Binders,12.67,2
6866,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,TEC-PH-10003555,Technology,Motorola HK250 Universal Bluetooth Headset,91.96,5
6867,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,254.97,3
6868,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,TEC-PH-10003187,Technology,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.98,2
6869,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,FUR-TA-10003569,Furniture,Bretford CR8500 Series Meeting Room Furniture,2887.06,9
6870,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,OFF-PA-10003848,Office Supplies,Xerox 1997,12.96,2
6871,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,California,90004,West,OFF-PA-10002606,Office Supplies,Xerox 1928,47.52,9
8831,CA-2016-167983,2016-08-21,2016-08-24,Second Class,RP-19270,Rachel Payne,Corporate,Washington,98115,West,OFF-BI-10003727,Office Supplies,Avery Durable Slant Ring Binders With Label Holder,33.44,10
9880,CA-2016-122581,2016-08-21,2016-08-25,Standard Class,JK-15370,Jay Kimmel,Consumer,New York,10035,East,FUR-CH-10002961,Furniture,"Leather Task Chair, Black",573.17,7
655,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.55,2
656,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Avery Durable Poly Binders,3.32,2
657,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Airmail Envelopes,134.29,2
4107,US-2016-148334,2016-08-22,2016-08-26,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Texas,77041,Central,OFF-BI-10003676,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.31,2
4900,CA-2016-130484,2016-08-22,2016-08-27,Standard Class,SG-20470,Sheri Gordon,Consumer,Oregon,97030,West,OFF-BI-10000088,Office Supplies,GBC Imprintable Covers,26.35,8
7736,US-2016-106313,2016-08-22,2016-08-26,Standard Class,DG-13300,Deirdre Greer,Corporate,Washington,98105,West,OFF-PA-10001870,Office Supplies,Xerox 202,19.44,3
9023,US-2016-141880,2016-08-22,2016-08-23,First Class,TC-21475,Tony Chapman,Home Office,Colorado,80525,West,FUR-FU-10001979,Furniture,Dana Halogen Swing-Arm Architect Lamp,98.33,3
9617,CA-2016-140256,2016-08-22,2016-08-29,Standard Class,PW-19030,Pauline Webber,Corporate,California,90049,West,OFF-AR-10002255,Office Supplies,Newell 346,5.76,2
3017,US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Mick Hernandez,Home Office,Texas,78577,Central,OFF-ST-10002743,Office Supplies,SAFCO Boltless Steel Shelving,727.3,8
3018,US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Mick Hernandez,Home Office,Texas,78577,Central,FUR-FU-10004973,Furniture,Flat Face Poster Frame,22.61,3
3019,US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Mick Hernandez,Home Office,Texas,78577,Central,TEC-AC-10002842,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7
3113,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Washington,98105,West,TEC-MA-10001972,Technology,Okidata C331dn Printer,837.6,3
3114,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Washington,98105,West,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5
3115,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Washington,98105,West,OFF-PA-10002160,Office Supplies,Xerox 1978,34.68,6
3116,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Washington,98105,West,FUR-CH-10001973,Furniture,Office Star Flex Back Scooter Chair with White Frame,532.7,6
3117,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Washington,98105,West,OFF-AP-10001492,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5
3118,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Washington,98105,West,OFF-SU-10002189,Office Supplies,Acme Rosewood Handle Letter Opener,15.88,4
5615,CA-2016-158001,2016-08-23,2016-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,New York,10035,East,OFF-AR-10002399,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5
5616,CA-2016-158001,2016-08-23,2016-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,New York,10035,East,OFF-AP-10002118,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5
5617,CA-2016-158001,2016-08-23,2016-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,New York,10035,East,OFF-AR-10001954,Office Supplies,Newell 331,29.34,6
7988,US-2016-117793,2016-08-23,2016-08-29,Standard Class,MA-17560,Matt Abelman,Home Office,Wisconsin,53081,Central,OFF-LA-10002945,Office Supplies,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",25.2,4
7989,US-2016-117793,2016-08-23,2016-08-29,Standard Class,MA-17560,Matt Abelman,Home Office,Wisconsin,53081,Central,OFF-LA-10003537,Office Supplies,Avery 515,37.59,3
7990,US-2016-117793,2016-08-23,2016-08-29,Standard Class,MA-17560,Matt Abelman,Home Office,Wisconsin,53081,Central,OFF-ST-10002406,Office Supplies,Pizazz Global Quick File,14.97,1
7991,US-2016-117793,2016-08-23,2016-08-29,Standard Class,MA-17560,Matt Abelman,Home Office,Wisconsin,53081,Central,TEC-AC-10003433,Technology,Maxell 4.7GB DVD+R 5/Pack,1.98,2
993,CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,Consumer,California,95123,West,OFF-FA-10002983,Office Supplies,Advantus SlideClip Paper Clips,10.23,3
994,CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,Consumer,California,95123,West,OFF-PA-10003625,Office Supplies,Xerox 1979,154.9,5
1463,CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Linda Cazamias,Corporate,Texas,77506,Central,TEC-AC-10004571,Technology,Logitech G700s Rechargeable Gaming Mouse,159.98,2
1464,CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Linda Cazamias,Corporate,Texas,77506,Central,FUR-CH-10002126,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.72,6
1870,CA-2016-148201,2016-08-26,2016-08-29,Second Class,CC-12145,Charles Crestani,Consumer,Washington,98103,West,OFF-PA-10000019,Office Supplies,Xerox 1931,6.48,1
2857,CA-2016-128594,2016-08-26,2016-08-29,First Class,DJ-13510,Don Jones,Corporate,California,92037,West,FUR-CH-10001215,Furniture,Global Troy Executive Leather Low-Back Tilter,1603.14,4
3932,CA-2016-132094,2016-08-26,2016-09-02,Standard Class,VG-21805,Vivek Grady,Corporate,Pennsylvania,19140,East,OFF-AR-10004165,Office Supplies,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.47,3
3933,CA-2016-132094,2016-08-26,2016-09-02,Standard Class,VG-21805,Vivek Grady,Corporate,Pennsylvania,19140,East,TEC-AC-10001109,Technology,Logitech Trackman Marble Mouse,47.98,2
4584,US-2016-100405,2016-08-26,2016-08-28,Second Class,TS-21430,Tom Stivers,Corporate,California,90045,West,OFF-AR-10000390,Office Supplies,Newell Chalk Holder,8.26,2
5447,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York,10035,East,TEC-PH-10003442,Technology,Samsung Replacement EH64AVFWE Premium Headset,33,6
5448,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York,10035,East,TEC-AC-10002800,Technology,Plantronics Audio 478 Stereo USB Headset,249.95,5
6695,US-2016-163538,2016-08-26,2016-08-30,Standard Class,SS-20515,Shirley Schmidt,Home Office,Wisconsin,53132,Central,TEC-AC-10002006,Technology,Memorex Micro Travel Drive 16 GB,47.97,3
7703,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Michigan,48234,Central,OFF-PA-10000605,Office Supplies,Xerox 1950,11.56,2
7704,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Michigan,48234,Central,TEC-PH-10002170,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3
7705,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Michigan,48234,Central,FUR-TA-10004147,Furniture,Hon 4060 Series Tables,447.84,4
7706,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Michigan,48234,Central,TEC-AC-10003911,Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3
7707,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Michigan,48234,Central,OFF-AR-10002578,Office Supplies,Newell 335,8.64,3
8357,CA-2016-163174,2016-08-26,2016-08-30,Standard Class,XP-21865,Xylona Preis,Consumer,Georgia,30605,South,FUR-FU-10000308,Furniture,Deflect-o Glass Clear Studded Chair Mats,186.54,3
9311,US-2016-102141,2016-08-26,2016-08-31,Standard Class,KD-16615,Ken Dana,Corporate,New York,10024,East,OFF-BI-10001510,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.69,8
9586,CA-2016-160598,2016-08-26,2016-08-28,First Class,SV-20815,Stuart Van,Corporate,Florida,33142,South,OFF-PA-10002319,Office Supplies,Xerox 1944,31.01,1
743,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,Sung Shariari,Consumer,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Martin-Yale Premier Letter Opener,51.52,5
744,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,Sung Shariari,Consumer,Texas,75220,Central,OFF-PA-10002615,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.53,1
745,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,Sung Shariari,Consumer,Texas,75220,Central,OFF-PA-10004971,Office Supplies,Xerox 196,4.62,1
746,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,Sung Shariari,Consumer,Texas,75220,Central,OFF-SU-10004261,Office Supplies,"Fiskars 8"" Scissors, 2/Pack",55.17,4
3342,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Ted Butterfield,Consumer,Massachusetts,2169,East,OFF-PA-10000675,Office Supplies,Xerox 1919,122.97,3
3343,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Ted Butterfield,Consumer,Massachusetts,2169,East,FUR-TA-10001307,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.62,1
3344,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Ted Butterfield,Consumer,Massachusetts,2169,East,TEC-PH-10000011,Technology,PureGear Roll-On Screen Protector,59.97,3
3345,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Ted Butterfield,Consumer,Massachusetts,2169,East,OFF-PA-10002666,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9
3346,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Ted Butterfield,Consumer,Massachusetts,2169,East,OFF-FA-10000735,Office Supplies,Staples,11.68,4
3347,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Ted Butterfield,Consumer,Massachusetts,2169,East,OFF-BI-10000174,Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5
5603,CA-2016-117919,2016-08-27,2016-08-29,Second Class,TB-21355,Todd Boyes,Corporate,Texas,77041,Central,OFF-ST-10003572,Office Supplies,Portfile Personal File Boxes,14.16,1
5604,CA-2016-117919,2016-08-27,2016-08-29,Second Class,TB-21355,Todd Boyes,Corporate,Texas,77041,Central,OFF-PA-10004353,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5
7252,CA-2016-116764,2016-08-27,2016-09-02,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Florida,33021,South,OFF-LA-10002473,Office Supplies,Avery 484,9.22,4
2692,US-2016-144211,2016-08-28,2016-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,Colorado,80112,West,OFF-PA-10002246,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3
2693,US-2016-144211,2016-08-28,2016-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,Colorado,80112,West,TEC-PH-10002890,Technology,AT&T 17929 Lendline Telephone,108.58,3
4070,CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,Texas,75081,Central,OFF-BI-10000050,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",13.14,9
4071,CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,Texas,75081,Central,OFF-BI-10002414,Office Supplies,GBC ProClick Spines for 32-Hole Punch,10.02,4
4072,CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,Texas,75081,Central,FUR-BO-10003159,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.37,2
8426,CA-2016-137652,2016-08-28,2016-08-30,First Class,EB-13750,Edward Becker,Corporate,Ohio,45231,East,OFF-BI-10004099,Office Supplies,GBC VeloBinder Strips,18.43,8
100,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Avery Personal Creations Heavyweight Cards,64.62,7
101,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,Illinois,60610,Central,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3
102,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,1.79,3
1176,CA-2016-161207,2016-08-29,2016-09-03,Standard Class,AB-10060,Adam Bellavance,Home Office,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3
1242,CA-2016-128727,2016-08-29,2016-09-04,Standard Class,MO-17800,Meg O'Connel,Home Office,New York,10024,East,TEC-PH-10003442,Technology,Samsung Replacement EH64AVFWE Premium Headset,22,4
4684,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,George Bell,Corporate,Pennsylvania,19120,East,FUR-TA-10004152,Furniture,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4
4685,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,George Bell,Corporate,Pennsylvania,19120,East,FUR-BO-10002853,Furniture,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4
4686,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,George Bell,Corporate,Pennsylvania,19120,East,OFF-BI-10002071,Office Supplies,Fellowes Black Plastic Comb Bindings,3.49,2
4687,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,George Bell,Corporate,Pennsylvania,19120,East,OFF-FA-10000053,Office Supplies,Revere Boxed Rubber Bands by Revere,10.58,7
327,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Aastra 57i VoIP phone,290.9,3
328,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,"File Shuttle II and Handi-File, Black",54.22,2
329,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.74,4
